festival_a,festival_b,shared_film_count
Telluride Film Festival,Milwaukee International Film Festival,4
Palm Springs International ShortFest,Leeds International Film Festival,4
Berlin International Film Festival,Guanajuato International Film Festival,4
Brooklyn Film Festival,Palm Springs International ShortFest,4
Locarno International Film Festival,Viennale,4
Internationale Kurzfilmtage Winterthur,Beijing International Short Film Festival,4
Message to Man International Film Festival,Beijing International Short Film Festival,4
Encounters Short Film and Animation Festival,LesGaiCineMad,4
Jerusalem Film Festival,Curtas Vila do Conde International Film Festival,4
FEST - New Directors / New Films,Oberhausen International Short Film Festival,4
Uppsala Short Film Festival,Tirana International Film Festival,4
Ghent Film Festival,AFI Fest,4
Chicago International Film Festival,European Film Awards,4
MIX Copenhagen LGBTQ+ Film Festival,SXSW Film Festival,4
Melbourne International Film Festival,Vilnius International Film Festival (Kino Pavasaris),4
Guadalajara International Film Festival,AFI Fest,4
Valdivia International Film Festival,Festival du Nouveau Cinéma,4
Encounters Short Film and Animation Festival,Mardi Gras Film Festival,4
Toronto International Film Festival,Calgary International Film Festival,4
Visions du Réel,Guanajuato International Film Festival,4
Internationale Kurzfilmtage Winterthur,San Francisco International Film Festival,4
International Documentary Film Festival Amsterdam,Dokufest International Documentary and Short Film Festival,4
Seattle International Film Festival,Chicago International Film Festival,4
Clermont-Ferrand International Short Film Festival,Tirana International Film Festival,4
FilmQuest,Encounters Short Film and Animation Festival,4
Krakow Film Festival,International Documentary Film Festival Amsterdam,4
Encounters Short Film and Animation Festival,Gijón International Film Festival,4
Chéries-Chéris,AFI Fest,4
Palm Springs International ShortFest,San Sebastián International Film Festival,4
Uppsala Short Film Festival,Ottawa International Animation Festival,4
Uppsala Short Film Festival,Festival du Nouveau Cinéma,4
Sundance Film Festival,Hong Kong International Film Festival,4
Dokufest International Documentary and Short Film Festival,Filmfestival Max Ophüls Preis,4
New York Film Festival,Oberhausen International Short Film Festival,4
Lima Alterna International Film Festival,Internationale Kurzfilmtage Winterthur,4
Clermont-Ferrand International Short Film Festival,Vienna Shorts,4
Cannes Film Festival,Athens International Film Festival,4
New York Film Festival,Cinéma du Réel,4
Curtacinema - Rio de Janeiro International Short Film Festival,São Paulo International Short Film Festival – Curta Kinoforum,4
Encounters Short Film and Animation Festival,Adelaide Film Festival,4
New York Film Festival,Tallinn Black Nights Film Festival,4
Queer Lisboa,Thessaloniki Film Festival,4
Chicago International Film Festival,Telluride Film Festival,4
Encounters Short Film and Animation Festival,Neuchâtel International Fantastic Film Festival,4
Encounters Short Film and Animation Festival,Huesca International Film Festival,4
Locarno International Film Festival,BFI London Film Festival,4
Seattle International Film Festival,RiverRun International Film Festival,4
Telluride Film Festival,Calgary International Film Festival,4
Locarno International Film Festival,Athens International Film and Video Festival,4
Guadalajara International Film Festival,Valladolid International Film Festival,4
Edinburgh International Film Festival,Athens International Film and Video Festival,4
Palm Springs International ShortFest,BAFTA Awards,4
São Paulo International Short Film Festival – Curta Kinoforum,European Film Awards,4
Message to Man International Film Festival,Internationale Kurzfilmtage Winterthur,4
Toronto International Film Festival,Vilnius International Film Festival (Kino Pavasaris),4
Internationale Kurzfilmtage Winterthur,Calgary International Film Festival,4
Uppsala Short Film Festival,Melbourne International Film Festival,4
Toronto International Film Festival,Ottawa International Animation Festival,4
New Zealand International Film Festival,Tallinn Black Nights Film Festival,4
Sarajevo Film Festival,Berlin International Film Festival,4
Athens International Film and Video Festival,Stockholm International Film Festival,4
SXSW Film Festival,Bilbao International Festival of Documentary and Short Films,4
Reykjavik International Film Festival,European Film Awards,4
Côté Court,Annecy International Animation Festival,4
Dublin International Film Festival,Landshut Short Film Festival,4
Guadalajara International Film Festival,DOK Leipzig,4
Palm Springs International ShortFest,Queer Lisboa,4
Guadalajara International Film Festival,Helsinki International Film Festival - Love & Anarchy,4
Edinburgh International Film Festival,IndieLisboa International Independent Film Festival,4
Sundance Film Festival,Dokufest International Documentary and Short Film Festival,4
Toronto International Film Festival,European Film Awards,4
Dokufest International Documentary and Short Film Festival,Landshut Short Film Festival,4
Helsinki International Film Festival - Love & Anarchy,Vancouver International Film Festival,4
Clermont-Ferrand International Short Film Festival,Shorts México,4
New York Film Festival,Leiden Shorts,4
Warsaw International Film Festival,AFI Fest,4
European Film Awards,Melbourne International Film Festival,4
Cannes Film Festival,Queer Lisboa,4
SXSW Film Festival,Landshut Short Film Festival,4
Milwaukee International Film Festival,Shorts México,4
Athens International Film and Video Festival,Vilnius International Film Festival (Kino Pavasaris),4
Internationale Kurzfilmtage Winterthur,Viennale,4
Chéries-Chéris,Tallinn Black Nights Film Festival,4
Viennale,Cinéma du Réel,4
Hollyshorts Film Festival,Clermont-Ferrand International Short Film Festival,4
Fargo Film Festival,Palm Springs International ShortFest,4
Encounters Short Film and Animation Festival,San Diego Underground Film Festival,4
Solothurn Film Festival,São Paulo International Short Film Festival – Curta Kinoforum,4
Palm Springs International ShortFest,Berlin International Film Festival,4
Encounters Short Film and Animation Festival,Busan International Film Festival,4
Chéries-Chéris,Helsinki International Film Festival - Love & Anarchy,4
Hong Kong International Film Festival,Reykjavik International Film Festival,4
Internationale Kurzfilmtage Winterthur,Outfest: Los Angeles Gay & Lesbian Film Festival,4
Ghent Film Festival,Vancouver International Film Festival,4
Cannes Film Festival,Raindance Film Festival,4
Hong Kong International Film Festival,Kurzfilm Festival Hamburg,4
Cannes Film Festival,Vilnius International Film Festival (Kino Pavasaris),4
Brooklyn Film Festival,Annecy International Animation Festival,4
Guadalajara International Film Festival,Internationale Kurzfilmtage Winterthur,4
Locarno International Film Festival,Milan Film Festival,4
Sarajevo Film Festival,IndieLisboa International Independent Film Festival,4
Seattle International Film Festival,Oberhausen International Short Film Festival,4
Clermont-Ferrand International Short Film Festival,Buenos Aires International Festival of Independent Cinema,4
Ghent Film Festival,Viennale,4
Cannes Film Festival,Hong Kong International Film Festival,4
Toronto International Film Festival,San Francisco International Film Festival,4
SXSW Film Festival,Maryland Film Festival,4
Calgary International Film Festival,Ottawa International Animation Festival,4
Encounters Short Film and Animation Festival,Mumbai Film Festival,4
Athens International Film and Video Festival,Cleveland International Film Festival,4
Brooklyn Film Festival,Melbourne International Film Festival,4
Curtacinema - Rio de Janeiro International Short Film Festival,AFI Fest,4
Tampere Film Festival,Vilnius International Film Festival (Kino Pavasaris),4
Valladolid International Film Festival,Athens International Film and Video Festival,4
Palm Springs International ShortFest,Dublin International Film Festival,4
Buenos Aires International Festival of Independent Cinema,Valladolid International Film Festival,4
AFI Fest,Calgary International Film Festival,4
Moscow International Film Festival,Reykjavik International Film Festival,4
Cannes Film Festival,Valladolid International Film Festival,4
Chicago Underground Film Festival,Encounters Short Film and Animation Festival,4
FEST - New Directors / New Films,Melbourne International Film Festival,4
Buenos Aires International Festival of Independent Cinema,Curtas Vila do Conde International Film Festival,4
IndieLisboa International Independent Film Festival,Vienna Shorts,4
Porto/Post/Doc,Dokufest International Documentary and Short Film Festival,4
Chicago International Film Festival,Berlin International Film Festival,4
Hong Kong International Film Festival,Sitges - Catalonian International Film Festival,4
Solothurn Film Festival,Festival du Nouveau Cinéma,4
Tallinn Black Nights Film Festival,Viennale,4
Hong Kong International Film Festival,IndieLisboa International Independent Film Festival,4
New Directors New Films,Palm Springs International ShortFest,4
Viennale,Las Palmas Film Festival,4
IndieLisboa International Independent Film Festival,Leiden Shorts,4
Chicago International Film Festival,Hong Kong International Film Festival,4
Encounters Short Film and Animation Festival,FICUNAM,4
Locarno International Film Festival,Milwaukee International Film Festival,4
Curtacinema - Rio de Janeiro International Short Film Festival,Cannes Film Festival,4
Milan Film Festival,Annecy International Animation Festival,4
Sarajevo Film Festival,DOK Leipzig,4
Jerusalem Film Festival,Helsinki International Film Festival - Love & Anarchy,4
Seattle International Film Festival,Cannes Film Festival,4
Krakow Film Festival,Buenos Aires International Festival of Independent Cinema,4
FEST - New Directors / New Films,Tirana International Film Festival,4
Sundance Film Festival,Edinburgh International Film Festival,4
